well_tag_number,drilling_method_code
64215,OTHER
64217,AIR_ROTARY
64218,OTHER
64219,OTHER
64220,AIR_ROTARY
64253,OTHER
64254,OTHER
64255,OTHER
64256,OTHER
64257,OTHER
64258,OTHER
64259,OTHER
64260,OTHER
64261,OTHER
64262,OTHER
64263,OTHER
64264,OTHER
64265,OTHER
64266,OTHER
64267,OTHER
64268,AIR_ROTARY
64269,OTHER
64270,OTHER
64271,OTHER
64272,OTHER
64273,OTHER
64274,OTHER
64275,OTHER
64278,OTHER
64279,OTHER
64280,AIR_ROTARY
64281,OTHER
64282,OTHER
64283,OTHER
64284,OTHER
64285,OTHER
64286,OTHER
64287,OTHER
64288,OTHER
64289,OTHER
64290,OTHER
64291,AIR_ROTARY
64292,AIR_ROTARY
64293,OTHER
64294,OTHER
64295,OTHER
64296,OTHER
64297,OTHER
64298,OTHER
64299,OTHER
64300,OTHER
64301,AIR_ROTARY
64302,OTHER
64303,OTHER
64304,OTHER
64305,OTHER
64367,OTHER
64414,OTHER
64416,OTHER
64417,AIR_ROTARY
64419,OTHER
64420,AIR_ROTARY
64421,AIR_ROTARY
64423,OTHER
64425,AIR_ROTARY
64431,AIR_ROTARY
64432,OTHER
64434,AIR_ROTARY
64435,OTHER
64436,OTHER
64437,AIR_ROTARY
64438,AIR_ROTARY
64439,AIR_ROTARY
64441,OTHER
64445,OTHER
64446,OTHER
64448,OTHER
64450,OTHER
64451,AIR_ROTARY
64453,AIR_ROTARY
64454,OTHER
64455,OTHER
64456,OTHER
64465,OTHER
64467,OTHER
64470,OTHER
64471,OTHER
64472,OTHER
64473,OTHER
64474,OTHER
64475,OTHER
64476,OTHER
64479,DUO_ROTARY
64481,OTHER
64482,OTHER
64484,OTHER
64485,OTHER
64486,OTHER
64487,OTHER
64491,OTHER
64494,OTHER
64495,OTHER
64496,OTHER
64498,OTHER
64499,OTHER
64500,OTHER
64507,AIR_ROTARY
64521,OTHER
64537,OTHER
64539,OTHER
64540,OTHER
64542,AIR_ROTARY
64544,OTHER
64548,OTHER
64553,UNK
64556,OTHER
64557,OTHER
64560,OTHER
64561,OTHER
64562,OTHER
64566,OTHER
64568,OTHER
64569,OTHER
64570,OTHER
64571,OTHER
64572,OTHER
64573,OTHER
64574,OTHER
64575,OTHER
64576,OTHER
64577,OTHER
64578,OTHER
64586,OTHER
64587,OTHER
64588,OTHER
64589,UNK
64590,OTHER
64591,OTHER
64594,OTHER
64596,OTHER
64597,OTHER
64598,OTHER
64599,OTHER
64600,OTHER
64601,OTHER
64602,DUO_ROTARY
64603,OTHER
64604,OTHER
64605,OTHER
64606,OTHER
64607,OTHER
64609,OTHER
64610,OTHER
64611,OTHER
64612,OTHER
64613,OTHER
64615,OTHER
64616,OTHER
64617,OTHER
64618,OTHER
64619,OTHER
64620,AIR_ROTARY
64622,OTHER
64623,OTHER
64624,OTHER
64625,OTHER
64626,OTHER
64627,OTHER
64628,OTHER
64629,OTHER
64630,OTHER
64631,OTHER
64632,OTHER
64633,OTHER
64634,UNK
64635,OTHER
64636,AIR_ROTARY
64637,OTHER
64638,OTHER
64639,UNK
64640,OTHER
64641,OTHER
64642,OTHER
64643,OTHER
64644,OTHER
64645,OTHER
64646,OTHER
64649,OTHER
64653,AIR_ROTARY
64654,AIR_ROTARY
64655,AIR_ROTARY
64656,AIR_ROTARY
64657,OTHER
64658,OTHER
64659,OTHER
64660,OTHER
64661,OTHER
64662,OTHER
64663,OTHER
64680,OTHER
64681,OTHER
64682,OTHER
64694,OTHER
64711,OTHER
64712,OTHER
64713,OTHER
64714,OTHER
64715,OTHER
64716,OTHER
64721,AIR_ROTARY
64733,OTHER
64734,OTHER
64736,OTHER
64737,OTHER
64739,OTHER
64740,OTHER
64741,OTHER
64743,OTHER
64744,OTHER
64745,OTHER
64746,OTHER
64747,OTHER
64748,AIR_ROTARY
64750,AIR_ROTARY
64751,OTHER
64752,OTHER
64753,OTHER
64754,OTHER
64755,OTHER
64756,AIR_ROTARY
64757,OTHER
64758,OTHER
64759,OTHER
64760,OTHER
64761,OTHER
64765,OTHER
64770,OTHER
64772,OTHER
64774,OTHER
64786,OTHER
64788,OTHER
64789,OTHER
64795,OTHER
64798,OTHER
64799,OTHER
64800,OTHER
64801,OTHER
64802,OTHER
64803,OTHER
64804,OTHER
64805,OTHER
64808,UNK
64816,OTHER
64817,OTHER
64818,OTHER
64825,OTHER
64826,OTHER
64827,OTHER
64829,OTHER
64832,UNK
64833,OTHER
64834,OTHER
64835,OTHER
64836,OTHER
64837,OTHER
64838,OTHER
64839,OTHER
64840,OTHER
64841,OTHER
64842,OTHER
64843,OTHER
64845,OTHER
64846,OTHER
64847,OTHER
64848,OTHER
64849,OTHER
64850,OTHER
64851,OTHER
64852,OTHER
64853,OTHER
64855,OTHER
64856,OTHER
64857,OTHER
64858,OTHER
64859,OTHER
64860,OTHER
64861,UNK
64862,OTHER
64864,OTHER
64866,OTHER
64867,OTHER
64868,OTHER
64869,OTHER
64870,OTHER
64871,OTHER
64872,OTHER
64873,OTHER
64874,OTHER
64875,OTHER
64876,OTHER
64877,OTHER
64878,OTHER
64879,OTHER
64880,OTHER
64882,OTHER
64883,OTHER
64884,OTHER
64885,OTHER
64886,OTHER
64887,OTHER
64888,OTHER
64889,OTHER
64890,OTHER
64891,OTHER
64892,OTHER
64893,OTHER
64894,OTHER
64895,OTHER
64896,OTHER
64897,OTHER
64898,OTHER
64899,OTHER
64900,OTHER
64901,OTHER
64903,OTHER
64904,OTHER
64905,AIR_ROTARY
64906,OTHER
64907,OTHER
64908,OTHER
64909,OTHER
64910,OTHER
64911,OTHER
64913,OTHER
64915,OTHER
64916,OTHER
64917,OTHER
64918,OTHER
64919,OTHER
64920,OTHER
64921,OTHER
64922,CABLE_TOOL
64924,OTHER
64926,OTHER
64927,OTHER
64929,OTHER
64930,OTHER
64931,OTHER
64932,OTHER
64933,OTHER
64934,OTHER
64935,OTHER
64936,OTHER
64937,OTHER
64938,OTHER
64939,OTHER
64940,OTHER
64941,OTHER
64942,OTHER
64943,OTHER
64944,OTHER
64945,OTHER
64946,OTHER
64947,AIR_ROTARY
64948,OTHER
64949,OTHER
64950,OTHER
64951,AIR_ROTARY
64952,OTHER
64953,OTHER
64954,OTHER
64955,OTHER
64956,OTHER
64957,OTHER
64958,AIR_ROTARY
64959,OTHER
64960,CABLE_TOOL
64961,CABLE_TOOL
64963,AIR_ROTARY
64964,OTHER
64965,OTHER
64966,OTHER
64967,OTHER
64969,AIR_ROTARY
64970,OTHER
64971,OTHER
64972,OTHER
64973,OTHER
64974,OTHER
64975,OTHER
64976,OTHER
64977,OTHER
64978,OTHER
64979,AIR_ROTARY
64980,OTHER
64981,OTHER
64982,OTHER
64983,OTHER
64984,OTHER
64985,OTHER
64986,OTHER
64987,OTHER
64989,OTHER
64990,OTHER
64991,AIR_ROTARY
64992,AIR_ROTARY
64993,OTHER
64995,OTHER
64996,OTHER
64997,OTHER
64998,OTHER
65001,OTHER
65002,AIR_ROTARY
65003,OTHER
65004,OTHER
65005,OTHER
65006,OTHER
65008,AIR_ROTARY
65011,OTHER
65013,OTHER
65014,OTHER
65015,OTHER
65016,OTHER
65017,OTHER
65018,OTHER
65021,OTHER
65022,OTHER
65023,OTHER
65024,OTHER
65025,OTHER
65026,OTHER
65027,OTHER
65029,OTHER
65030,AIR_ROTARY
65031,OTHER
65032,OTHER
65033,OTHER
65034,OTHER
65035,OTHER
65036,OTHER
65037,OTHER
65038,OTHER
65039,OTHER
65040,OTHER
65041,OTHER
65042,OTHER
65043,UNK
65045,UNK
65046,UNK
65047,UNK
65048,AIR_ROTARY
65049,OTHER
65050,OTHER
65053,OTHER
65054,OTHER
65055,OTHER
65056,OTHER
65057,OTHER
65058,OTHER
65059,OTHER
65060,OTHER
65061,OTHER
65063,OTHER
65064,OTHER
65065,OTHER
65069,OTHER
65070,OTHER
65071,OTHER
65072,OTHER
65075,UNK
65076,UNK
65077,AIR_ROTARY
65078,OTHER
65079,OTHER
65080,OTHER
65081,AIR_ROTARY
65082,OTHER
65083,OTHER
65084,OTHER
65085,OTHER
65086,OTHER
65087,OTHER
65088,OTHER
65089,OTHER
65090,AIR_ROTARY
65092,AIR_ROTARY
65093,AIR_ROTARY
65094,AIR_ROTARY
65095,AIR_ROTARY
65096,OTHER
65097,AIR_ROTARY
65098,OTHER
65099,OTHER
65100,OTHER
65102,OTHER
65103,OTHER
65104,OTHER
65106,OTHER
65107,OTHER
65108,OTHER
65109,OTHER
65110,OTHER
65111,OTHER
65112,OTHER
65114,OTHER
65115,OTHER
65117,OTHER
65127,OTHER
65128,OTHER
65129,OTHER
65130,OTHER
65132,OTHER
65134,OTHER
65136,OTHER
65137,OTHER
65138,OTHER
65139,OTHER
65162,OTHER
65163,OTHER
65164,UNK
65165,OTHER
65167,OTHER
65168,OTHER
65169,OTHER
65170,OTHER
65171,OTHER
65172,OTHER
65173,OTHER
65177,OTHER
65186,DUO_ROTARY
65191,OTHER
65192,OTHER
65193,OTHER
65194,AIR_ROTARY
65195,OTHER
65197,OTHER
65198,AIR_ROTARY
65199,AIR_ROTARY
65200,AIR_ROTARY
65201,OTHER
65202,OTHER
65203,AIR_ROTARY
65204,OTHER
65208,OTHER
65210,OTHER
65211,AIR_ROTARY
65212,AIR_ROTARY
65213,AIR_ROTARY
65214,OTHER
65215,UNK
65216,AIR_ROTARY
65217,OTHER
65218,OTHER
65219,AIR_ROTARY
65220,OTHER
65221,AIR_ROTARY
65222,AIR_ROTARY
65224,OTHER
65225,AIR_ROTARY
65226,AIR_ROTARY
65227,AIR_ROTARY
65228,OTHER
65231,AIR_ROTARY
65232,AIR_ROTARY
65233,AIR_ROTARY
65234,OTHER
65235,OTHER
65236,AIR_ROTARY
65241,OTHER
65242,OTHER
65243,OTHER
65250,OTHER
65251,OTHER
65252,OTHER
65253,AIR_ROTARY
65254,OTHER
65255,OTHER
65256,OTHER
65258,AIR_ROTARY
65259,AIR_ROTARY
65260,OTHER
65261,OTHER
65262,OTHER
65263,OTHER
65265,OTHER
65266,OTHER
65267,OTHER
65268,OTHER
65269,OTHER
65270,OTHER
65271,OTHER
65272,AIR_ROTARY
65273,OTHER
65274,OTHER
65275,OTHER
65276,OTHER
65277,OTHER
65278,OTHER
65279,OTHER
65280,OTHER
65281,OTHER
65282,OTHER
65283,OTHER
65284,OTHER
65285,OTHER
65286,OTHER
65287,OTHER
65288,OTHER
65289,OTHER
65290,OTHER
65291,OTHER
65292,OTHER
65293,OTHER
65294,OTHER
65295,OTHER
65296,OTHER
65298,OTHER
65299,OTHER
65300,OTHER
65301,OTHER
65302,OTHER
65303,OTHER
65304,OTHER
65305,OTHER
65306,OTHER
65307,OTHER
65308,OTHER
65309,OTHER
65310,OTHER
65311,OTHER
65312,OTHER
65313,OTHER
65314,OTHER
65315,OTHER
65316,OTHER
65317,OTHER
65318,OTHER
65319,OTHER
65320,OTHER
65321,OTHER
65322,OTHER
65323,OTHER
65324,AIR_ROTARY
65325,OTHER
65326,OTHER
65327,OTHER
65328,OTHER
65329,OTHER
65330,OTHER
65331,OTHER
65336,OTHER
65337,AIR_ROTARY
65338,OTHER
65339,OTHER
65340,AIR_ROTARY
65341,OTHER
65342,OTHER
65343,OTHER
65344,OTHER
65347,OTHER
65348,OTHER
65349,OTHER
65350,OTHER
65351,OTHER
65352,OTHER
65354,OTHER
65355,OTHER
65357,AIR_ROTARY
65358,OTHER
65361,OTHER
65362,OTHER
65363,OTHER
65364,OTHER
65365,OTHER
65366,OTHER
65367,OTHER
65368,AIR_ROTARY
65369,OTHER
65370,OTHER
65371,OTHER
65372,OTHER
65373,OTHER
65374,AIR_ROTARY
65375,OTHER
65376,OTHER
65377,OTHER
65378,OTHER
65379,OTHER
65380,OTHER
65383,OTHER
65384,OTHER
65385,OTHER
65386,OTHER
65387,OTHER
65388,OTHER
65389,OTHER
65390,OTHER
65391,OTHER
65392,OTHER
65393,OTHER
65394,OTHER
65395,OTHER
65396,OTHER
65397,OTHER
65398,OTHER
65399,OTHER
65400,OTHER
65401,OTHER
65402,OTHER
65403,OTHER
65404,OTHER
65405,OTHER
65406,OTHER
65408,AIR_ROTARY
65409,OTHER
65410,AIR_ROTARY
65411,OTHER
65412,AIR_ROTARY
65413,OTHER
65414,OTHER
65415,OTHER
65416,OTHER
65417,OTHER
65418,OTHER
65419,OTHER
65420,OTHER
65421,CABLE_TOOL
65422,OTHER
65423,OTHER
65425,OTHER
65426,OTHER
65427,OTHER
65431,OTHER
65436,OTHER
65438,OTHER
65439,OTHER
65440,UNK
65441,OTHER
65443,OTHER
65444,OTHER
65445,OTHER
65446,OTHER
65447,OTHER
65448,OTHER
65449,OTHER
65450,OTHER
65451,OTHER
65452,OTHER
65453,OTHER
65454,OTHER
65455,OTHER
65456,OTHER
65457,OTHER
65458,OTHER
65459,OTHER
65460,OTHER
65461,OTHER
65463,OTHER
65464,OTHER
65465,OTHER
65466,OTHER
65467,OTHER
65468,OTHER
65469,OTHER
65470,OTHER
65471,OTHER
65472,OTHER
65473,OTHER
65474,OTHER
65475,OTHER
65476,OTHER
65477,OTHER
65478,OTHER
65479,OTHER
65480,OTHER
65481,OTHER
65484,OTHER
65485,OTHER
65486,OTHER
65487,OTHER
65488,OTHER
65489,OTHER
65490,OTHER
65491,OTHER
65492,EXCAVATING
65493,OTHER
65494,OTHER
65495,OTHER
65497,OTHER
65498,OTHER
65499,OTHER
65500,OTHER
65501,OTHER
65503,OTHER
65504,OTHER
65505,OTHER
65506,OTHER
65507,OTHER
65508,OTHER
65509,OTHER
65510,OTHER
65511,OTHER
65512,OTHER
65513,OTHER
65514,OTHER
65515,OTHER
65516,OTHER
65517,OTHER
65518,OTHER
65519,OTHER
65520,OTHER
65521,OTHER
65522,OTHER
65523,OTHER
65524,OTHER
65525,OTHER
65526,OTHER
65527,OTHER
65528,OTHER
65529,OTHER
65530,OTHER
65531,OTHER
65532,OTHER
65533,OTHER
65535,OTHER
65536,OTHER
65537,OTHER
65538,UNK
65540,OTHER
65544,OTHER
65545,OTHER
65546,OTHER
65547,OTHER
65548,OTHER
65549,OTHER
65550,OTHER
65551,OTHER
65553,OTHER
65554,OTHER
65555,OTHER
65556,OTHER
65557,EXCAVATING
65558,EXCAVATING
65559,UNK
65560,EXCAVATING
65561,EXCAVATING
65562,EXCAVATING
65563,EXCAVATING
65564,EXCAVATING
65565,EXCAVATING
65566,EXCAVATING
65567,OTHER
65569,OTHER
65570,OTHER
65571,OTHER
65573,OTHER
65574,OTHER
65576,OTHER
65577,AIR_ROTARY
65578,EXCAVATING
65579,EXCAVATING
65580,EXCAVATING
65581,EXCAVATING
65582,OTHER
65583,EXCAVATING
65584,EXCAVATING
65585,OTHER
65587,OTHER
65588,OTHER
65589,OTHER
65590,OTHER
65591,OTHER
65592,OTHER
65593,OTHER
65594,OTHER
65595,OTHER
65596,OTHER
65597,OTHER
65599,OTHER
65602,OTHER
65603,OTHER
65605,OTHER
65606,OTHER
65607,UNK
65608,OTHER
65609,OTHER
65610,OTHER
65611,OTHER
65614,OTHER
65615,OTHER
65617,OTHER
65618,OTHER
65619,OTHER
65620,OTHER
65621,OTHER
65622,OTHER
65623,OTHER
65624,OTHER
65625,OTHER
65626,OTHER
65627,OTHER
65628,OTHER
65629,OTHER
65630,OTHER
65631,OTHER
65632,OTHER
65633,OTHER
65634,OTHER
65635,OTHER
65636,OTHER
65637,OTHER
65638,OTHER
65639,OTHER
65640,OTHER
65642,OTHER
65643,OTHER
65645,OTHER
65647,OTHER
65648,OTHER
65649,OTHER
65650,OTHER
65651,OTHER
65652,OTHER
65653,OTHER
65654,OTHER
65655,OTHER
65656,OTHER
65657,OTHER
65659,OTHER
65660,OTHER
65661,OTHER
65662,OTHER
65663,OTHER
65666,OTHER
65667,OTHER
65668,OTHER
65669,OTHER
65670,OTHER
65671,OTHER
65682,UNK
65691,OTHER
65714,UNK
65716,UNK
65718,UNK
65719,UNK
65720,UNK
65721,UNK
65722,UNK
65727,UNK
65728,UNK
65729,UNK
65733,UNK
65734,UNK
65741,OTHER
65743,UNK
65745,OTHER
65746,OTHER
65750,OTHER
65752,OTHER
65755,EXCAVATING
65758,UNK
65760,UNK
65764,UNK
65765,UNK
65766,OTHER
65774,OTHER
65788,OTHER
65790,OTHER
65799,OTHER
65804,OTHER
65807,OTHER
65809,EXCAVATING
65826,OTHER
65828,UNK
65829,UNK
65841,EXCAVATING
65842,EXCAVATING
65843,OTHER
65847,OTHER
65848,OTHER
65850,OTHER
65851,OTHER
65852,OTHER
65854,UNK
65855,OTHER
65856,OTHER
65857,OTHER
65858,OTHER
65859,OTHER
65862,OTHER
65863,UNK
65864,OTHER
65873,OTHER
65875,OTHER
65876,CABLE_TOOL
65877,CABLE_TOOL
65878,OTHER
65879,OTHER
65880,OTHER
65881,OTHER
65882,OTHER
65884,OTHER
65885,OTHER
65886,OTHER
65888,AIR_ROTARY
65889,OTHER
65890,OTHER
65891,OTHER
65892,OTHER
65893,OTHER
65894,OTHER
65895,OTHER
65896,OTHER
65897,OTHER
65898,OTHER
65899,OTHER
65900,OTHER
65901,OTHER
65902,OTHER
65906,OTHER
65907,OTHER
65914,OTHER
65916,OTHER
65917,OTHER
65918,OTHER
65923,OTHER
65924,OTHER
65929,OTHER
65930,OTHER
65933,OTHER
65935,OTHER
65936,OTHER
65938,OTHER
65940,OTHER
65941,OTHER
65942,OTHER
65943,OTHER
65948,UNK
65950,OTHER
65951,OTHER
65952,OTHER
65953,OTHER
65954,UNK
65957,OTHER
65958,OTHER
65960,OTHER
65961,OTHER
65962,UNK
65966,OTHER
65967,OTHER
65970,OTHER
65973,UNK
65974,OTHER
65976,OTHER
65977,OTHER
65978,UNK
65979,OTHER
65980,OTHER
65981,OTHER
65983,OTHER
65985,UNK
65988,UNK
65991,OTHER
65993,OTHER
65994,OTHER
65995,OTHER
65999,OTHER
66000,OTHER
66002,OTHER
66003,OTHER
66011,OTHER
66018,OTHER
66022,OTHER
66027,OTHER
66030,OTHER
66032,UNK
66036,UNK
66037,OTHER
66038,OTHER
66039,OTHER
66040,OTHER
66041,OTHER
66042,OTHER
66044,OTHER
66045,OTHER
66046,OTHER
66047,OTHER
66049,OTHER
66050,OTHER
66051,OTHER
66052,OTHER
66053,OTHER
66054,OTHER
66055,OTHER
66056,OTHER
66057,OTHER
66058,OTHER
66059,OTHER
66060,OTHER
66061,OTHER
66062,OTHER
66063,OTHER
66064,OTHER
66065,OTHER
66066,OTHER
66067,OTHER
66068,OTHER
66069,OTHER
66070,OTHER
66071,OTHER
66072,OTHER
66073,OTHER
66074,OTHER
66075,AIR_ROTARY
66076,OTHER
66077,OTHER
66078,OTHER
66079,OTHER
66080,OTHER
66081,OTHER
66083,OTHER
66084,OTHER
66085,OTHER
66086,OTHER
66087,OTHER
66088,OTHER
66089,OTHER
66090,OTHER
66091,OTHER
66092,OTHER
66093,OTHER
66094,OTHER
66095,OTHER
66096,UNK
66097,OTHER
66098,OTHER
66099,OTHER
66102,AIR_ROTARY
66103,OTHER
66104,OTHER
66105,OTHER
66106,OTHER
66107,OTHER
66108,OTHER
66109,OTHER
66111,OTHER
66112,OTHER
66113,OTHER
66114,OTHER
66115,OTHER
66116,OTHER
66117,OTHER
66118,OTHER
66119,OTHER
66120,OTHER
66121,OTHER
66122,OTHER
66123,OTHER
66124,OTHER
66125,OTHER
66126,OTHER
66127,OTHER
66128,OTHER
66129,OTHER
66130,OTHER
66131,OTHER
66132,AIR_ROTARY
66133,OTHER
66134,AIR_ROTARY
66136,OTHER
66137,OTHER
66138,OTHER
66139,OTHER
66140,OTHER
66141,OTHER
66143,OTHER
66145,OTHER
66146,OTHER
66147,OTHER
66148,OTHER
66150,OTHER
66151,OTHER
66152,OTHER
66153,AIR_ROTARY
66154,OTHER
66155,OTHER
66156,OTHER
66157,OTHER
66158,OTHER
66159,AIR_ROTARY
66160,OTHER
66162,OTHER
66163,OTHER
66164,OTHER
66165,OTHER
66166,OTHER
66167,OTHER
66168,OTHER
66169,OTHER
66170,OTHER
66171,OTHER
66172,OTHER
66173,OTHER
66174,OTHER
66175,OTHER
66176,OTHER
66177,OTHER
66178,OTHER
66179,OTHER
66181,OTHER
66182,OTHER
66183,OTHER
66184,OTHER
66185,OTHER
66186,OTHER
66187,OTHER
66188,AIR_ROTARY
66189,AIR_ROTARY
66190,OTHER
66191,OTHER
66192,OTHER
66193,OTHER
66194,OTHER
66195,OTHER
66196,AIR_ROTARY
66197,OTHER
66199,AIR_ROTARY
66200,OTHER
66201,OTHER
66202,OTHER
66203,OTHER
66204,OTHER
66205,OTHER
66206,OTHER
66207,AIR_ROTARY
66208,OTHER
66209,OTHER
66210,OTHER
66211,OTHER
66212,OTHER
66214,OTHER
66215,OTHER
66216,OTHER
66217,OTHER
66218,OTHER
66220,OTHER
66221,OTHER
66222,OTHER
66223,OTHER
66224,OTHER
66225,OTHER
66226,OTHER
66227,OTHER
66228,OTHER
66229,OTHER
66230,OTHER
66231,AIR_ROTARY
66232,OTHER
66233,AIR_ROTARY
66234,OTHER
66235,AIR_ROTARY
66236,OTHER
66237,OTHER
66238,OTHER
66239,OTHER
66240,AIR_ROTARY
66241,OTHER
66242,AIR_ROTARY
66243,OTHER
66244,OTHER
66245,OTHER
66246,OTHER
66247,OTHER
66248,OTHER
66249,OTHER
66250,OTHER
66251,OTHER
66252,OTHER
66253,OTHER
66254,OTHER
66255,OTHER
66256,OTHER
66257,AIR_ROTARY
66258,OTHER
66259,OTHER
66260,OTHER
66261,OTHER
66262,OTHER
66263,AIR_ROTARY
66264,OTHER
66265,OTHER
66266,OTHER
66267,OTHER
66268,OTHER
66269,CABLE_TOOL
66270,EXCAVATING
66271,OTHER
66272,OTHER
66273,OTHER
66274,OTHER
66275,OTHER
66276,CABLE_TOOL
66277,OTHER
66278,OTHER
66279,OTHER
66281,OTHER
66282,AIR_ROTARY
66283,OTHER
66284,OTHER
66285,OTHER
66287,AIR_ROTARY
66288,OTHER
66289,OTHER
66290,OTHER
66291,OTHER
66292,OTHER
66293,OTHER
66294,OTHER
66296,OTHER
66297,OTHER
66298,OTHER
66299,OTHER
66300,OTHER
66301,OTHER
66302,OTHER
66304,AIR_ROTARY
66307,OTHER
66308,OTHER
66309,OTHER
66310,OTHER
66311,OTHER
66313,OTHER
66314,OTHER
66315,OTHER
66316,AIR_ROTARY
66317,OTHER
66318,OTHER
66319,OTHER
66320,OTHER
66321,OTHER
66322,OTHER
66324,OTHER
66325,OTHER
66326,OTHER
66327,OTHER
66328,OTHER
66329,OTHER
66330,OTHER
66332,OTHER
66333,AIR_ROTARY
66334,OTHER
66335,OTHER
66336,OTHER
66339,OTHER
66340,OTHER
66341,OTHER
66342,OTHER
66343,AIR_ROTARY
66344,OTHER
66345,OTHER
66346,UNK
66347,OTHER
66348,OTHER
66350,AIR_ROTARY
66351,OTHER
66352,AIR_ROTARY
66353,OTHER
66354,OTHER
66355,OTHER
66356,OTHER
66357,OTHER
66359,OTHER
66360,OTHER
66362,OTHER
66364,OTHER
66365,OTHER
66368,OTHER
66369,OTHER
66370,OTHER
66371,OTHER
66372,AIR_ROTARY
66373,OTHER
66374,OTHER
66375,OTHER
66376,OTHER
66377,OTHER
66378,AIR_ROTARY
66379,OTHER
66380,OTHER
66381,OTHER
66382,OTHER
66383,OTHER
66384,OTHER
66385,OTHER
66386,OTHER
66387,OTHER
66388,OTHER
66389,OTHER
66390,OTHER
66391,OTHER
66392,OTHER
66393,OTHER
66394,OTHER
66395,OTHER
66396,OTHER
66397,OTHER
66398,OTHER
66399,OTHER
66400,OTHER
66401,OTHER
66402,OTHER
66403,OTHER
66404,OTHER
66405,OTHER
66406,OTHER
66407,OTHER
66408,OTHER
66409,OTHER
66410,OTHER
66411,OTHER
66412,OTHER
66413,OTHER
66414,OTHER
66416,OTHER
66418,OTHER
66419,OTHER
66420,OTHER
66421,OTHER
66422,OTHER
66423,OTHER
66425,OTHER
66426,OTHER
66427,OTHER
66428,OTHER
66429,OTHER
66430,OTHER
66431,OTHER
66433,OTHER
66434,AIR_ROTARY
66435,AIR_ROTARY
66436,OTHER
66437,AIR_ROTARY
66438,OTHER
66439,OTHER
66440,OTHER
66442,OTHER
66443,OTHER
66444,OTHER
66446,OTHER
66447,OTHER
66448,OTHER
66449,OTHER
66450,OTHER
66451,OTHER
66452,OTHER
66453,OTHER
66454,OTHER
66455,OTHER
66456,OTHER
66457,OTHER
66458,OTHER
66459,OTHER
66460,OTHER
66461,AIR_ROTARY
66462,OTHER
66463,AIR_ROTARY
66464,OTHER
66465,OTHER
66466,OTHER
66467,OTHER
66468,OTHER
66469,OTHER
66470,OTHER
66471,OTHER
66472,OTHER
66473,AIR_ROTARY
66474,OTHER
66475,OTHER
66476,OTHER
66478,OTHER
66479,OTHER
66480,OTHER
66482,OTHER
66483,OTHER
66484,OTHER
66485,OTHER
66486,OTHER
66488,OTHER
66489,OTHER
66490,AIR_ROTARY
66491,OTHER
66492,OTHER
66493,OTHER
66494,OTHER
66495,OTHER
66496,OTHER
66497,OTHER
66498,OTHER
66499,OTHER
66500,OTHER
66501,OTHER
66502,OTHER
66503,OTHER
66504,OTHER
66505,OTHER
66508,OTHER
66509,OTHER
66510,OTHER
66511,OTHER
66512,OTHER
66513,OTHER
66514,OTHER
66515,OTHER
66516,OTHER
66517,OTHER
66518,OTHER
66519,OTHER
66520,OTHER
66521,OTHER
66522,OTHER
66523,OTHER
66524,OTHER
66525,OTHER
66526,OTHER
66527,AIR_ROTARY
66528,OTHER
66529,OTHER
66530,OTHER
66531,AIR_ROTARY
66532,AIR_ROTARY
66533,OTHER
66534,OTHER
66535,OTHER
66536,OTHER
66537,OTHER
66538,OTHER
66539,OTHER
66540,OTHER
66541,OTHER
66542,OTHER
66543,OTHER
66544,OTHER
66545,OTHER
66547,OTHER
66548,OTHER
66549,OTHER
66550,OTHER
66551,OTHER
66552,AIR_ROTARY
66553,OTHER
66554,OTHER
66555,OTHER
66556,OTHER
66557,OTHER
66558,OTHER
66559,OTHER
66560,OTHER
66561,OTHER
66562,OTHER
66563,OTHER
66564,OTHER
66565,OTHER
66566,OTHER
66567,OTHER
66568,OTHER
66569,OTHER
66570,OTHER
66571,OTHER
66572,OTHER
66573,AIR_ROTARY
66574,OTHER
66575,OTHER
66576,OTHER
66577,OTHER
66579,OTHER
66580,OTHER
66581,OTHER
66582,OTHER
66583,OTHER
66584,AIR_ROTARY
66585,OTHER
66586,OTHER
66587,OTHER
66589,OTHER
66590,OTHER
66591,OTHER
66592,OTHER
66593,OTHER
66594,OTHER
66595,AIR_ROTARY
66596,OTHER
66597,OTHER
66598,AIR_ROTARY
66599,OTHER
66600,OTHER
66601,OTHER
66602,OTHER
66603,OTHER
66604,OTHER
66605,OTHER
66606,OTHER
66607,OTHER
66609,OTHER
66610,OTHER
66611,OTHER
66612,OTHER
66613,OTHER
66614,OTHER
66615,AIR_ROTARY
66616,OTHER
66617,OTHER
66620,OTHER
66621,OTHER
66623,OTHER
66624,OTHER
66625,OTHER
66626,OTHER
66631,OTHER
66632,OTHER
66633,OTHER
66634,OTHER
66635,OTHER
66636,OTHER
66637,OTHER
66638,OTHER
66639,OTHER
66640,OTHER
66641,OTHER
66642,OTHER
66643,OTHER
66644,OTHER
66645,OTHER
66646,OTHER
66647,OTHER
66648,OTHER
66649,OTHER
66650,OTHER
66651,OTHER
66653,OTHER
66654,OTHER
66655,OTHER
66656,OTHER
66657,OTHER
66658,OTHER
66659,OTHER
66660,OTHER
66661,OTHER
66662,OTHER
66663,OTHER
66664,OTHER
66665,OTHER
66666,OTHER
66667,OTHER
66668,OTHER
66669,OTHER
66670,OTHER
66671,OTHER
66672,OTHER
66673,OTHER
