well_tag_number,drilling_method_code
26824,OTHER
26825,OTHER
26826,OTHER
26827,OTHER
26828,OTHER
26829,OTHER
26830,OTHER
26831,OTHER
26832,OTHER
26833,OTHER
26834,OTHER
26836,OTHER
26837,OTHER
26838,OTHER
26840,OTHER
26841,OTHER
26842,OTHER
26843,OTHER
26844,OTHER
26845,OTHER
26847,OTHER
26848,OTHER
26849,OTHER
26850,OTHER
26851,OTHER
26852,OTHER
26853,OTHER
26854,OTHER
26855,OTHER
26858,OTHER
26859,CABLE_TOOL
26860,OTHER
26861,AIR_ROTARY
26873,OTHER
26874,OTHER
26875,OTHER
26876,OTHER
26877,OTHER
26880,OTHER
26884,OTHER
26885,OTHER
26887,OTHER
26888,OTHER
26891,OTHER
26892,OTHER
26893,OTHER
26894,EXCAVATING
26895,OTHER
26896,OTHER
26897,OTHER
26898,OTHER
26899,OTHER
26900,OTHER
26905,OTHER
26907,OTHER
26911,OTHER
26912,OTHER
26913,OTHER
26914,OTHER
26915,OTHER
26916,OTHER
26917,OTHER
26918,OTHER
26919,OTHER
26920,OTHER
26921,OTHER
26922,OTHER
26923,CABLE_TOOL
26924,OTHER
26928,OTHER
26929,OTHER
26930,OTHER
26933,OTHER
26934,OTHER
26935,OTHER
26936,OTHER
26937,OTHER
26939,OTHER
26941,OTHER
26942,OTHER
26943,OTHER
26944,OTHER
26945,OTHER
26946,OTHER
26947,OTHER
26948,OTHER
26949,CABLE_TOOL
26950,OTHER
26951,OTHER
26952,OTHER
26953,OTHER
26954,OTHER
26955,OTHER
26956,OTHER
26958,OTHER
26960,OTHER
26961,OTHER
26962,OTHER
26963,OTHER
26964,OTHER
26965,OTHER
26966,OTHER
26968,OTHER
26970,OTHER
26971,OTHER
26972,OTHER
26973,OTHER
26974,OTHER
26975,OTHER
26976,OTHER
26977,OTHER
26979,OTHER
26980,OTHER
26982,OTHER
26983,OTHER
26984,OTHER
26985,OTHER
26986,OTHER
26987,OTHER
26988,OTHER
26989,OTHER
26990,OTHER
26991,OTHER
26995,OTHER
26996,OTHER
26998,OTHER
26999,OTHER
27000,OTHER
27001,OTHER
27002,OTHER
27003,OTHER
27004,OTHER
27005,OTHER
27007,OTHER
27008,OTHER
27010,OTHER
27011,OTHER
27012,OTHER
27013,OTHER
27015,OTHER
27020,OTHER
27022,OTHER
27024,CABLE_TOOL
27026,OTHER
27030,OTHER
27031,OTHER
27032,OTHER
27034,OTHER
27035,OTHER
27036,OTHER
27038,OTHER
27039,OTHER
27040,OTHER
27045,CABLE_TOOL
27046,OTHER
27049,OTHER
27050,OTHER
27051,OTHER
27054,OTHER
27055,OTHER
27057,OTHER
27058,CABLE_TOOL
27059,CABLE_TOOL
27062,OTHER
27065,OTHER
27066,OTHER
27067,OTHER
27069,OTHER
27070,OTHER
27071,OTHER
27072,OTHER
27073,OTHER
27074,OTHER
27075,OTHER
27076,OTHER
27077,OTHER
27078,OTHER
27079,OTHER
27080,OTHER
27081,OTHER
27083,OTHER
27084,OTHER
27086,OTHER
27087,OTHER
27088,OTHER
27089,OTHER
27090,OTHER
27092,OTHER
27094,OTHER
27095,OTHER
27097,OTHER
27098,OTHER
27099,OTHER
27101,OTHER
27103,OTHER
27104,OTHER
27105,CABLE_TOOL
27106,OTHER
27108,OTHER
27109,OTHER
27110,OTHER
27111,OTHER
27112,OTHER
27113,OTHER
27114,OTHER
27115,OTHER
27116,OTHER
27117,OTHER
27118,OTHER
27119,OTHER
27122,AIR_ROTARY
27123,OTHER
27124,OTHER
27125,OTHER
27127,OTHER
27128,OTHER
27129,OTHER
27130,OTHER
27132,OTHER
27133,OTHER
27134,OTHER
27135,OTHER
27136,OTHER
27137,OTHER
27138,OTHER
27142,OTHER
27143,OTHER
27144,OTHER
27145,OTHER
27146,OTHER
27147,OTHER
27148,OTHER
27149,OTHER
27150,OTHER
27151,OTHER
27153,OTHER
27154,CABLE_TOOL
27155,OTHER
27156,OTHER
27159,OTHER
27160,OTHER
27161,OTHER
27162,OTHER
27164,OTHER
27165,OTHER
27166,OTHER
27167,OTHER
27168,OTHER
27169,OTHER
27170,OTHER
27171,OTHER
27172,OTHER
27173,OTHER
27174,OTHER
27175,OTHER
27176,OTHER
27177,OTHER
27178,OTHER
27179,OTHER
27180,OTHER
27181,OTHER
27182,OTHER
27184,OTHER
27186,OTHER
27189,OTHER
27194,OTHER
27196,OTHER
27200,OTHER
27202,OTHER
27203,OTHER
27208,OTHER
27218,CABLE_TOOL
27220,OTHER
27222,OTHER
27224,OTHER
27226,OTHER
27227,OTHER
27228,OTHER
27229,OTHER
27231,OTHER
27232,OTHER
27233,OTHER
27234,OTHER
27235,OTHER
27236,OTHER
27237,OTHER
27238,OTHER
27239,OTHER
27240,OTHER
27241,OTHER
27242,OTHER
27243,OTHER
27245,OTHER
27246,OTHER
27247,OTHER
27249,OTHER
27250,OTHER
27252,OTHER
27253,OTHER
27254,CABLE_TOOL
27255,CABLE_TOOL
27257,OTHER
27259,OTHER
27260,OTHER
27261,OTHER
27262,OTHER
27263,OTHER
27266,CABLE_TOOL
27267,OTHER
27268,OTHER
27270,OTHER
27271,OTHER
27272,OTHER
27273,OTHER
27274,OTHER
27275,OTHER
27277,OTHER
27279,OTHER
27280,OTHER
27283,OTHER
27284,OTHER
27285,OTHER
27286,OTHER
27287,OTHER
27291,OTHER
27292,OTHER
27293,OTHER
27294,OTHER
27295,OTHER
27296,OTHER
27297,OTHER
27298,OTHER
27299,OTHER
27300,OTHER
27301,OTHER
27306,OTHER
27307,OTHER
27309,OTHER
27310,OTHER
27311,OTHER
27313,OTHER
27314,OTHER
27315,OTHER
27318,OTHER
27319,OTHER
27320,OTHER
27324,OTHER
27325,OTHER
27327,OTHER
27329,OTHER
27331,OTHER
27332,OTHER
27333,OTHER
27334,OTHER
27336,OTHER
27337,OTHER
27340,OTHER
27342,OTHER
27343,OTHER
27345,OTHER
27346,OTHER
27347,OTHER
27348,OTHER
27349,OTHER
27350,OTHER
27351,OTHER
27352,OTHER
27354,OTHER
27356,OTHER
27357,OTHER
27362,OTHER
27364,OTHER
27365,OTHER
27366,OTHER
27368,OTHER
27370,OTHER
27372,OTHER
27378,OTHER
27379,OTHER
27380,OTHER
27381,OTHER
27383,OTHER
27384,OTHER
27385,CABLE_TOOL
27386,OTHER
27387,OTHER
27390,OTHER
27392,OTHER
27393,OTHER
27394,OTHER
27395,OTHER
27396,OTHER
27397,OTHER
27398,OTHER
27399,OTHER
27401,OTHER
27402,OTHER
27403,OTHER
27404,OTHER
27406,OTHER
27407,OTHER
27408,OTHER
27409,OTHER
27410,OTHER
27411,OTHER
27412,OTHER
27413,OTHER
27415,OTHER
27416,OTHER
27417,OTHER
27418,OTHER
27419,OTHER
27420,CABLE_TOOL
27421,OTHER
27422,OTHER
27423,OTHER
27425,OTHER
27426,OTHER
27427,OTHER
27431,OTHER
27432,OTHER
27433,OTHER
27441,OTHER
27443,OTHER
27445,OTHER
27448,OTHER
27451,EXCAVATING
27453,OTHER
27455,OTHER
27459,OTHER
27460,OTHER
27462,OTHER
27464,OTHER
27465,OTHER
27466,OTHER
27467,OTHER
27468,OTHER
27470,OTHER
27477,OTHER
27478,CABLE_TOOL
27480,OTHER
27488,OTHER
27494,OTHER
27495,OTHER
27496,OTHER
27498,OTHER
27512,OTHER
27513,EXCAVATING
27514,EXCAVATING
27515,OTHER
27519,OTHER
27520,EXCAVATING
27521,OTHER
27522,OTHER
27523,OTHER
27526,OTHER
27530,OTHER
27531,OTHER
27532,OTHER
27533,OTHER
27535,CABLE_TOOL
27536,OTHER
27537,OTHER
27538,OTHER
27539,OTHER
27540,OTHER
27541,OTHER
27542,OTHER
27544,CABLE_TOOL
27546,OTHER
27547,OTHER
27550,OTHER
27551,OTHER
27552,OTHER
27553,OTHER
27554,OTHER
27555,OTHER
27557,OTHER
27558,OTHER
27559,OTHER
27560,OTHER
27561,OTHER
27563,CABLE_TOOL
27564,OTHER
27567,OTHER
27568,OTHER
27569,OTHER
27570,OTHER
27571,OTHER
27572,OTHER
27573,OTHER
27575,CABLE_TOOL
27576,OTHER
27578,OTHER
27580,OTHER
27581,OTHER
27582,OTHER
27583,OTHER
27585,OTHER
27586,OTHER
27589,OTHER
27598,CABLE_TOOL
27607,OTHER
27610,OTHER
27611,OTHER
27613,OTHER
27614,OTHER
27615,OTHER
27616,OTHER
27620,OTHER
27621,OTHER
27623,OTHER
27624,OTHER
27625,OTHER
27626,OTHER
27627,OTHER
27628,OTHER
27630,OTHER
27631,OTHER
27636,OTHER
27638,OTHER
27639,OTHER
27641,OTHER
27645,OTHER
27646,OTHER
27648,OTHER
27652,OTHER
27653,OTHER
27654,OTHER
27655,OTHER
27658,OTHER
27659,OTHER
27660,OTHER
27665,OTHER
27666,OTHER
27670,OTHER
27671,OTHER
27685,CABLE_TOOL
27687,OTHER
27688,OTHER
27689,OTHER
27697,OTHER
27699,OTHER
27702,OTHER
27704,OTHER
27706,OTHER
27707,OTHER
27712,OTHER
27716,OTHER
27717,EXCAVATING
27718,OTHER
27720,OTHER
27722,OTHER
27724,OTHER
27727,OTHER
27732,DUO_ROTARY
27734,OTHER
27735,OTHER
27736,OTHER
27737,OTHER
27738,OTHER
27742,OTHER
27743,OTHER
27744,OTHER
27745,OTHER
27747,OTHER
27748,OTHER
27749,OTHER
27750,OTHER
27751,OTHER
27752,OTHER
27754,OTHER
27755,OTHER
27757,OTHER
27758,OTHER
27760,OTHER
27761,OTHER
27762,OTHER
27764,OTHER
27766,OTHER
27768,OTHER
27769,OTHER
27771,OTHER
27772,UNK
27773,OTHER
27774,OTHER
27775,OTHER
27776,OTHER
27777,OTHER
27778,OTHER
27779,OTHER
27781,OTHER
27782,OTHER
27784,OTHER
27785,OTHER
27786,OTHER
27787,OTHER
27788,OTHER
27789,OTHER
27790,OTHER
27795,OTHER
27796,OTHER
27797,OTHER
27799,OTHER
27800,CABLE_TOOL
27803,CABLE_TOOL
27811,OTHER
27825,OTHER
27826,OTHER
27828,OTHER
27829,OTHER
27830,OTHER
27849,OTHER
27859,OTHER
27860,OTHER
27861,OTHER
27862,OTHER
27864,OTHER
27865,EXCAVATING
27866,OTHER
27867,OTHER
27875,OTHER
27877,OTHER
27878,OTHER
27880,OTHER
27881,OTHER
27882,OTHER
27884,OTHER
27885,OTHER
27886,OTHER
27888,OTHER
27889,OTHER
27890,OTHER
27891,OTHER
27893,OTHER
27897,OTHER
27898,OTHER
27899,OTHER
27901,OTHER
27902,OTHER
27903,OTHER
27904,OTHER
27905,OTHER
27906,OTHER
27907,OTHER
27908,CABLE_TOOL
27911,OTHER
27912,OTHER
27916,OTHER
27917,OTHER
27919,OTHER
27920,OTHER
27921,OTHER
27922,OTHER
27924,OTHER
27925,OTHER
27928,OTHER
27929,OTHER
27930,OTHER
27931,OTHER
27934,OTHER
27941,OTHER
27943,OTHER
27964,OTHER
27970,CABLE_TOOL
27971,OTHER
27972,OTHER
27979,OTHER
27980,OTHER
27981,OTHER
27982,OTHER
27983,OTHER
27988,OTHER
27990,OTHER
27991,OTHER
27993,OTHER
27997,OTHER
27999,AIR_ROTARY
28021,OTHER
28022,OTHER
28023,OTHER
28024,OTHER
28030,OTHER
28031,OTHER
28036,OTHER
28037,OTHER
28038,CABLE_TOOL
28039,OTHER
28040,OTHER
28041,OTHER
28042,CABLE_TOOL
28043,OTHER
28045,AIR_ROTARY
28046,OTHER
28048,OTHER
28051,OTHER
28053,EXCAVATING
28054,OTHER
28055,OTHER
28056,OTHER
28057,OTHER
28059,OTHER
28060,OTHER
28061,OTHER
28062,OTHER
28063,OTHER
28064,OTHER
28067,OTHER
28068,OTHER
28069,OTHER
28071,OTHER
28072,OTHER
28073,OTHER
28076,OTHER
28077,OTHER
28078,OTHER
28080,OTHER
28083,OTHER
28084,OTHER
28085,OTHER
28086,OTHER
28087,OTHER
28088,OTHER
28090,OTHER
28092,OTHER
28093,OTHER
28094,OTHER
28098,OTHER
28099,OTHER
28100,OTHER
28101,OTHER
28103,OTHER
28104,OTHER
28105,OTHER
28106,OTHER
28107,OTHER
28117,OTHER
28118,OTHER
28120,OTHER
28121,OTHER
28123,OTHER
28131,OTHER
28132,OTHER
28133,OTHER
28134,OTHER
28135,OTHER
28136,OTHER
28152,OTHER
28154,OTHER
28163,OTHER
28164,OTHER
28166,OTHER
28169,OTHER
28170,OTHER
28172,OTHER
28175,OTHER
28176,OTHER
28185,OTHER
28187,OTHER
28205,OTHER
28206,OTHER
28207,OTHER
28208,OTHER
28209,OTHER
28210,OTHER
28219,OTHER
28221,OTHER
28222,OTHER
28226,OTHER
28227,OTHER
28228,OTHER
28229,OTHER
28230,OTHER
28231,OTHER
28235,OTHER
28238,OTHER
28239,OTHER
28240,OTHER
28242,OTHER
28243,OTHER
28244,OTHER
28245,OTHER
28246,OTHER
28248,OTHER
28249,OTHER
28251,OTHER
28253,OTHER
28254,OTHER
28255,OTHER
28256,OTHER
28257,OTHER
28258,OTHER
28259,OTHER
28260,CABLE_TOOL
28262,OTHER
28263,OTHER
28264,OTHER
28265,OTHER
28266,OTHER
28267,CABLE_TOOL
28268,OTHER
28270,OTHER
28271,OTHER
28272,OTHER
28274,OTHER
28275,OTHER
28276,OTHER
28277,OTHER
28278,OTHER
28279,OTHER
28280,OTHER
28281,OTHER
28282,OTHER
28283,OTHER
28285,OTHER
28289,OTHER
28290,CABLE_TOOL
28291,OTHER
28292,OTHER
28293,OTHER
28296,OTHER
28297,OTHER
28298,OTHER
28299,OTHER
28301,OTHER
28302,OTHER
28304,OTHER
28305,OTHER
28317,OTHER
28320,EXCAVATING
28335,OTHER
28340,OTHER
28341,CABLE_TOOL
28354,OTHER
28386,OTHER
28390,OTHER
28391,OTHER
28393,OTHER
28394,OTHER
28397,OTHER
28406,OTHER
28418,EXCAVATING
28419,EXCAVATING
28422,OTHER
28423,OTHER
28425,CABLE_TOOL
28426,OTHER
28427,OTHER
28428,OTHER
28430,CABLE_TOOL
28431,OTHER
28432,OTHER
28433,OTHER
28436,OTHER
28437,OTHER
28438,OTHER
28439,OTHER
28440,OTHER
28441,OTHER
28443,OTHER
28444,OTHER
28445,OTHER
28446,OTHER
28449,OTHER
28450,OTHER
28453,OTHER
28454,OTHER
28455,OTHER
28456,OTHER
28457,OTHER
28458,OTHER
28459,OTHER
28460,OTHER
28462,OTHER
28463,OTHER
28464,OTHER
28465,OTHER
28466,OTHER
28467,OTHER
28468,OTHER
28469,OTHER
28470,AIR_ROTARY
28471,OTHER
28477,OTHER
28478,OTHER
28479,OTHER
28480,OTHER
28481,OTHER
28482,OTHER
28483,OTHER
28484,OTHER
28485,CABLE_TOOL
28486,OTHER
28490,OTHER
28491,OTHER
28492,OTHER
28493,OTHER
28494,OTHER
28496,OTHER
28513,OTHER
28521,OTHER
28523,OTHER
28524,OTHER
28532,OTHER
28535,OTHER
28551,EXCAVATING
28553,EXCAVATING
28571,OTHER
28577,CABLE_TOOL
28581,OTHER
28597,OTHER
28604,OTHER
28605,OTHER
28610,OTHER
28621,OTHER
28622,OTHER
28629,OTHER
28630,OTHER
28631,OTHER
28634,CABLE_TOOL
28635,OTHER
28636,OTHER
28637,OTHER
28638,OTHER
28639,OTHER
28641,OTHER
28642,OTHER
28643,OTHER
28645,CABLE_TOOL
28647,OTHER
28649,OTHER
28651,OTHER
28652,OTHER
28653,OTHER
28654,OTHER
28656,CABLE_TOOL
28657,OTHER
28658,OTHER
28659,OTHER
28660,CABLE_TOOL
28661,OTHER
28662,OTHER
28663,CABLE_TOOL
28665,OTHER
28667,OTHER
28669,OTHER
28670,OTHER
28671,OTHER
28672,OTHER
28674,OTHER
28675,OTHER
28677,OTHER
28678,OTHER
28679,OTHER
28680,OTHER
28681,OTHER
28682,OTHER
28683,OTHER
28684,OTHER
28686,OTHER
28687,OTHER
28692,OTHER
28694,OTHER
28696,OTHER
28697,OTHER
28698,OTHER
28702,CABLE_TOOL
28703,OTHER
28704,OTHER
28706,OTHER
28707,OTHER
28709,OTHER
28722,OTHER
28741,OTHER
28751,EXCAVATING
28756,OTHER
28764,OTHER
28766,OTHER
28768,OTHER
28778,AIR_ROTARY
28784,OTHER
28787,OTHER
28792,OTHER
28796,OTHER
28797,OTHER
28799,OTHER
28800,OTHER
28802,OTHER
28804,OTHER
28807,CABLE_TOOL
28811,CABLE_TOOL
28814,OTHER
28815,OTHER
28816,OTHER
28817,OTHER
28819,OTHER
28820,OTHER
28824,OTHER
28825,OTHER
28826,OTHER
28827,CABLE_TOOL
28829,OTHER
28830,OTHER
28831,CABLE_TOOL
28832,OTHER
28833,CABLE_TOOL
28835,OTHER
28837,OTHER
28838,OTHER
28839,CABLE_TOOL
28840,OTHER
28841,OTHER
28842,CABLE_TOOL
28843,OTHER
28844,OTHER
28845,CABLE_TOOL
28848,OTHER
28849,OTHER
28850,OTHER
28852,OTHER
28853,OTHER
28855,OTHER
28857,OTHER
28861,OTHER
28863,OTHER
28865,OTHER
28870,OTHER
28871,OTHER
28874,OTHER
28875,CABLE_TOOL
28879,OTHER
28880,OTHER
28881,CABLE_TOOL
28884,OTHER
28885,OTHER
28886,OTHER
28888,OTHER
28889,OTHER
28892,OTHER
28893,OTHER
28895,OTHER
28900,OTHER
28901,OTHER
28902,OTHER
28908,OTHER
28910,OTHER
28931,OTHER
28934,OTHER
28936,OTHER
28940,OTHER
28943,EXCAVATING
28944,OTHER
28956,OTHER
28960,OTHER
28961,OTHER
28962,OTHER
28965,OTHER
28970,OTHER
28976,OTHER
28977,OTHER
28979,OTHER
28980,CABLE_TOOL
28983,OTHER
28991,OTHER
28992,OTHER
28993,OTHER
28997,CABLE_TOOL
28998,OTHER
29000,OTHER
29009,OTHER
29010,OTHER
29011,OTHER
29013,OTHER
29015,CABLE_TOOL
29016,OTHER
29017,OTHER
29018,OTHER
29019,OTHER
29021,OTHER
29022,OTHER
29023,OTHER
29024,OTHER
29026,OTHER
29027,OTHER
29030,OTHER
29032,OTHER
29034,OTHER
29035,OTHER
29036,OTHER
29039,OTHER
29040,OTHER
29042,OTHER
29043,OTHER
29044,OTHER
29045,OTHER
29047,OTHER
29048,OTHER
29049,OTHER
29053,OTHER
29056,OTHER
29057,OTHER
29058,OTHER
29061,OTHER
29065,OTHER
29068,OTHER
29071,OTHER
29073,OTHER
29076,OTHER
29077,OTHER
29079,OTHER
29084,OTHER
29085,OTHER
29086,OTHER
29087,CABLE_TOOL
29088,OTHER
29090,OTHER
29091,OTHER
29094,CABLE_TOOL
29097,OTHER
29101,OTHER
29102,OTHER
29104,OTHER
29105,OTHER
29109,OTHER
29111,CABLE_TOOL
29112,OTHER
29114,OTHER
29117,OTHER
29118,OTHER
29119,OTHER
29125,OTHER
29126,OTHER
29137,OTHER
29141,OTHER
29146,OTHER
29148,OTHER
29151,OTHER
29163,OTHER
29164,OTHER
29165,OTHER
29178,OTHER
29180,OTHER
29181,OTHER
29182,OTHER
29183,OTHER
29184,OTHER
29194,OTHER
29198,OTHER
29199,CABLE_TOOL
29200,OTHER
29208,OTHER
29209,OTHER
29210,OTHER
29213,OTHER
29214,OTHER
29215,OTHER
29217,OTHER
29221,OTHER
29223,OTHER
29224,CABLE_TOOL
29225,OTHER
29226,OTHER
29227,OTHER
29228,OTHER
29229,OTHER
29232,OTHER
29233,OTHER
29234,OTHER
29235,OTHER
29237,OTHER
29238,OTHER
29239,OTHER
29241,OTHER
29244,OTHER
29245,OTHER
29248,OTHER
29250,OTHER
29251,OTHER
29252,OTHER
29254,OTHER
29255,OTHER
29258,OTHER
29259,OTHER
29260,OTHER
29274,CABLE_TOOL
29278,OTHER
29285,OTHER
29286,OTHER
29290,OTHER
29291,CABLE_TOOL
29293,OTHER
29294,OTHER
29296,OTHER
29298,OTHER
29299,OTHER
29300,OTHER
29301,OTHER
29304,OTHER
29305,OTHER
29306,OTHER
29308,OTHER
29311,OTHER
29313,OTHER
29316,OTHER
29317,OTHER
29318,OTHER
29319,OTHER
29322,OTHER
29323,CABLE_TOOL
29324,CABLE_TOOL
29325,OTHER
29327,OTHER
29336,OTHER
29338,OTHER
29339,OTHER
29340,OTHER
29342,OTHER
29345,OTHER
29346,OTHER
29347,OTHER
29348,OTHER
29353,OTHER
29354,OTHER
29355,OTHER
29356,OTHER
29360,OTHER
29361,OTHER
29362,OTHER
29363,OTHER
29364,OTHER
29365,OTHER
29367,OTHER
29368,OTHER
29369,OTHER
29371,OTHER
29372,OTHER
29374,OTHER
29376,OTHER
29377,OTHER
29379,OTHER
29381,OTHER
29382,OTHER
29385,OTHER
29386,OTHER
29388,OTHER
29389,OTHER
29390,OTHER
29391,CABLE_TOOL
29392,OTHER
29394,OTHER
29395,OTHER
29396,EXCAVATING
29397,OTHER
29399,OTHER
29402,OTHER
29403,OTHER
29410,OTHER
29429,OTHER
29430,OTHER
29432,OTHER
29437,OTHER
29439,OTHER
29441,OTHER
29442,OTHER
29444,OTHER
29445,CABLE_TOOL
29446,CABLE_TOOL
29448,OTHER
29449,OTHER
29451,OTHER
29452,OTHER
29454,OTHER
29455,OTHER
29457,OTHER
29458,OTHER
29459,OTHER
29461,OTHER
29462,OTHER
29464,OTHER
29468,OTHER
29469,OTHER
29475,OTHER
29477,OTHER
29478,OTHER
29479,OTHER
29481,OTHER
29482,EXCAVATING
29483,EXCAVATING
29484,OTHER
29485,EXCAVATING
29488,OTHER
29489,OTHER
29490,OTHER
29493,OTHER
29494,OTHER
29495,OTHER
29497,OTHER
29500,OTHER
29501,OTHER
29506,OTHER
29507,OTHER
29508,OTHER
29511,OTHER
29512,OTHER
29513,OTHER
29514,OTHER
29515,OTHER
29516,OTHER
29517,OTHER
29520,EXCAVATING
29521,EXCAVATING
29522,OTHER
29523,OTHER
29524,OTHER
29525,OTHER
29526,OTHER
29527,OTHER
29528,OTHER
29529,OTHER
29530,OTHER
29531,OTHER
29532,OTHER
29533,OTHER
29534,OTHER
29535,OTHER
29536,OTHER
29537,OTHER
29539,OTHER
29541,OTHER
29542,OTHER
29544,OTHER
29545,OTHER
29546,CABLE_TOOL
29548,OTHER
29551,OTHER
29552,EXCAVATING
29553,OTHER
29554,OTHER
29558,OTHER
29560,OTHER
29562,OTHER
29563,OTHER
29566,EXCAVATING
29567,EXCAVATING
29573,OTHER
29575,OTHER
29576,OTHER
29584,OTHER
29585,CABLE_TOOL
29586,OTHER
29587,OTHER
29588,EXCAVATING
29589,CABLE_TOOL
29590,OTHER
29592,OTHER
29593,OTHER
29594,OTHER
29595,OTHER
29596,OTHER
29597,OTHER
29599,OTHER
29603,OTHER
29605,OTHER
29606,OTHER
29607,OTHER
29608,OTHER
29616,CABLE_TOOL
29622,OTHER
29627,OTHER
29630,OTHER
29631,OTHER
29632,OTHER
29633,OTHER
29634,OTHER
29636,OTHER
29638,OTHER
29639,OTHER
29640,OTHER
29641,EXCAVATING
29642,OTHER
29646,OTHER
29648,OTHER
29649,OTHER
29650,OTHER
29653,OTHER
29665,OTHER
29666,OTHER
29667,OTHER
29668,OTHER
29669,OTHER
29670,OTHER
29671,OTHER
29672,OTHER
29673,OTHER
29675,OTHER
29676,OTHER
29684,OTHER
29686,OTHER
29687,OTHER
29688,OTHER
29689,OTHER
29690,OTHER
29691,OTHER
29692,OTHER
29693,EXCAVATING
29695,OTHER
29697,OTHER
29698,OTHER
29699,OTHER
29700,OTHER
29703,OTHER
29705,CABLE_TOOL
29706,OTHER
29707,OTHER
29712,OTHER
29716,OTHER
29717,OTHER
29718,OTHER
29719,OTHER
29720,OTHER
29721,OTHER
29722,OTHER
29723,OTHER
29724,OTHER
29725,OTHER
29727,OTHER
29728,AIR_ROTARY
29731,OTHER
29732,OTHER
29733,OTHER
29734,OTHER
29735,OTHER
29737,OTHER
29739,OTHER
29743,OTHER
29744,OTHER
29746,OTHER
29748,OTHER
29749,OTHER
29754,OTHER
29755,OTHER
29756,OTHER
29757,OTHER
29767,OTHER
29773,OTHER
29774,OTHER
29777,OTHER
29779,OTHER
29780,OTHER
29781,OTHER
29782,OTHER
29783,OTHER
29785,OTHER
29786,OTHER
29787,OTHER
29788,CABLE_TOOL
29789,OTHER
29791,OTHER
29792,OTHER
29796,CABLE_TOOL
29797,OTHER
29798,OTHER
29801,OTHER
29804,OTHER
29805,OTHER
29806,OTHER
29807,OTHER
29808,OTHER
29809,OTHER
29811,OTHER
29812,OTHER
29813,AIR_ROTARY
29814,OTHER
29815,UNK
29820,OTHER
29821,OTHER
29823,OTHER
29824,OTHER
29825,OTHER
29826,OTHER
29828,OTHER
29831,OTHER
29832,OTHER
29833,OTHER
29835,OTHER
29836,OTHER
29837,CABLE_TOOL
29839,OTHER
29843,OTHER
29845,OTHER
29850,OTHER
29851,OTHER
29852,CABLE_TOOL
29853,OTHER
29857,OTHER
29860,OTHER
29862,OTHER
29863,OTHER
29864,OTHER
29865,OTHER
29866,OTHER
29867,OTHER
29872,OTHER
29873,OTHER
29874,OTHER
29878,OTHER
29881,OTHER
29889,OTHER
29890,OTHER
29892,OTHER
29893,OTHER
29894,OTHER
29896,OTHER
29898,OTHER
29903,OTHER
29904,OTHER
29905,OTHER
29906,OTHER
29907,CABLE_TOOL
29908,OTHER
29909,OTHER
29910,OTHER
29911,OTHER
29912,OTHER
29913,OTHER
29916,OTHER
29920,OTHER
29923,OTHER
29924,OTHER
29926,OTHER
29928,OTHER
29929,CABLE_TOOL
29930,OTHER
29932,OTHER
29934,OTHER
29936,OTHER
29937,CABLE_TOOL
29939,OTHER
29941,OTHER
29943,OTHER
29944,OTHER
29945,OTHER
29946,OTHER
29950,OTHER
29952,OTHER
29954,OTHER
29955,OTHER
29956,OTHER
29957,OTHER
29959,OTHER
29961,OTHER
29962,OTHER
29964,OTHER
29965,OTHER
29966,CABLE_TOOL
29967,OTHER
29968,OTHER
29970,OTHER
29971,CABLE_TOOL
29973,OTHER
29974,OTHER
29976,OTHER
29977,OTHER
29979,CABLE_TOOL
29981,OTHER
29982,OTHER
29985,OTHER
29991,OTHER
29992,OTHER
29994,OTHER
29996,OTHER
29997,CABLE_TOOL
29998,OTHER
29999,OTHER
30003,OTHER
30004,OTHER
30006,OTHER
30007,OTHER
30008,OTHER
30010,OTHER
30011,OTHER
30012,OTHER
30013,OTHER
30014,OTHER
30016,OTHER
30018,OTHER
30019,OTHER
30023,UNK
30024,OTHER
30026,OTHER
30028,OTHER
30030,OTHER
30031,OTHER
30033,OTHER
30034,OTHER
30035,OTHER
30042,OTHER
30044,OTHER
30045,OTHER
30048,OTHER
30050,OTHER
30051,OTHER
30052,OTHER
30053,CABLE_TOOL
30054,OTHER
30058,OTHER
30059,OTHER
30060,OTHER
30061,OTHER
30062,OTHER
30063,CABLE_TOOL
30065,OTHER
30067,OTHER
30068,OTHER
30069,OTHER
30070,OTHER
30074,OTHER
30076,OTHER
30079,OTHER
30080,OTHER
30081,OTHER
30083,OTHER
30088,OTHER
30090,OTHER
30091,OTHER
30092,OTHER
30094,OTHER
30096,OTHER
30097,OTHER
30098,OTHER
30099,OTHER
30101,OTHER
30102,CABLE_TOOL
30103,OTHER
30104,OTHER
30108,OTHER
30110,OTHER
30111,OTHER
30115,OTHER
30116,OTHER
30117,OTHER
30118,OTHER
30120,CABLE_TOOL
30126,OTHER
30129,OTHER
30130,OTHER
30131,OTHER
30132,OTHER
30133,OTHER
30134,CABLE_TOOL
30138,OTHER
30140,OTHER
30141,OTHER
30143,OTHER
30145,OTHER
30147,OTHER
30148,OTHER
30152,OTHER
30153,OTHER
30155,OTHER
30158,OTHER
30159,OTHER
30160,OTHER
30162,OTHER
30163,OTHER
30164,OTHER
30166,OTHER
30168,OTHER
30172,OTHER
30174,OTHER
30175,OTHER
30176,OTHER
30177,OTHER
30179,OTHER
30180,OTHER
30181,CABLE_TOOL
30182,OTHER
